Date,Open,High,Low,Close,Adj Close,Volume
17-11-2015,0.924948,1.03295,0.905794,1.00798,1.00798,1145440
18-11-2015,0.993214,1.01157,0.940516,0.993319,0.993319,681104
19-11-2015,0.988713,1.00797,0.937498,0.955532,0.955532,443528
20-11-2015,0.955735,0.955735,0.898576,0.92492,0.92492,614335
21-11-2015,0.928758,0.978743,0.92094,0.97614,0.97614,455976
22-11-2015,0.979765,0.984132,0.958982,0.968018,0.968018,372173
23-11-2015,0.967493,0.969057,0.93387,0.946969,0.946969,441875
24-11-2015,0.946442,0.948055,0.895931,0.900191,0.900191,524195
25-11-2015,0.893827,0.899493,0.851106,0.863537,0.863537,622991
26-11-2015,0.863273,0.903643,0.80436,0.884183,0.884183,947473
27-11-2015,0.8821,0.900051,0.860695,0.867951,0.867951,403813
28-11-2015,0.868102,0.929293,0.862122,0.915703,0.915703,462464
29-11-2015,0.914144,0.914153,0.860533,0.878614,0.878614,448358
30-11-2015,0.879951,0.895054,0.847696,0.873119,0.873119,784439
01-12-2015,0.878316,0.886736,0.853937,0.8748,0.8748,652857
02-12-2015,0.873171,0.878017,0.818924,0.82121,0.82121,506307
03-12-2015,0.818546,0.837664,0.785086,0.812143,0.812143,539969
04-12-2015,0.812082,0.859575,0.802373,0.840041,0.840041,241278
05-12-2015,0.841195,0.872821,0.824444,0.862438,0.862438,232743
06-12-2015,0.866417,0.882436,0.833115,0.8355,0.8355,443608
07-12-2015,0.836322,0.850791,0.78765,0.811264,0.811264,520409
08-12-2015,0.806024,0.823645,0.782328,0.822118,0.822118,445903
09-12-2015,0.824454,0.824454,0.770488,0.792167,0.792167,624221
10-12-2015,0.79559,0.86159,0.787291,0.840396,0.840396,369589
11-12-2015,0.839995,0.929762,0.819789,0.929762,0.929762,801072
12-12-2015,0.931196,1.04537,0.928546,0.976973,0.976973,1376280
13-12-2015,0.971538,0.989394,0.937438,0.952884,0.952884,273614
14-12-2015,0.95662,1.0131,0.950178,0.993022,0.993022,563436
15-12-2015,0.990589,1.02884,0.98224,1.01415,1.01415,578618
16-12-2015,1.01711,1.01803,0.974927,0.991182,0.991182,320767
17-12-2015,0.993043,0.997611,0.911807,0.940701,0.940701,640765
18-12-2015,0.938327,0.939493,0.908081,0.920127,0.920127,300787
19-12-2015,0.921524,0.925874,0.888916,0.908072,0.908072,343535
20-12-2015,0.90824,0.943185,0.899441,0.903885,0.903885,472164
21-12-2015,0.906065,0.91739,0.891182,0.900771,0.900771,549113
22-12-2015,0.894973,0.909526,0.862059,0.864202,0.864202,454249
23-12-2015,0.861782,0.88294,0.856065,0.858077,0.858077,334993
24-12-2015,0.859433,0.882818,0.8476,0.863262,0.863262,354646
25-12-2015,0.861993,0.882556,0.861993,0.870363,0.870363,187114
26-12-2015,0.870766,0.897453,0.838314,0.854603,0.854603,425282
27-12-2015,0.853166,0.861538,0.841151,0.856365,0.856365,164565
28-12-2015,0.856356,0.872394,0.832932,0.845005,0.845005,235134
29-12-2015,0.843835,0.873054,0.833232,0.873054,0.873054,215742
30-12-2015,0.874258,0.941099,0.866647,0.911958,0.911958,604078
31-12-2015,0.912098,0.975414,0.910277,0.933542,0.933542,663994
01-01-2016,0.933712,0.954822,0.931442,0.948024,0.948024,206062
02-01-2016,0.947401,0.969637,0.93656,0.937124,0.937124,255504
03-01-2016,0.93843,0.991362,0.934313,0.971905,0.971905,407632
04-01-2016,0.972045,0.976438,0.929835,0.95448,0.95448,346245
05-01-2016,0.953147,0.970597,0.946543,0.950176,0.950176,219833
06-01-2016,0.950028,0.960659,0.935708,0.95086,0.95086,308791
07-01-2016,0.955801,0.974623,0.93583,0.942005,0.942005,647462
08-01-2016,0.942752,0.991825,0.939715,0.986789,0.986789,545600
09-01-2016,0.985501,0.992345,0.9736,0.986833,0.986833,226281
10-01-2016,0.985557,1.00103,0.975099,0.999231,0.999231,390888
11-01-2016,0.999216,1.06991,0.999216,1.0616,1.0616,1011920
12-01-2016,1.0661,1.28283,1.05009,1.141,1.141,2898760
13-01-2016,1.13547,1.15218,1.07703,1.1252,1.1252,1005910
14-01-2016,1.1221,1.18959,1.10319,1.18959,1.18959,751961
15-01-2016,1.18444,1.31938,1.14293,1.20801,1.20801,3910550
16-01-2016,1.22046,1.30816,1.16801,1.22029,1.22029,2462630
17-01-2016,1.22147,1.32883,1.20777,1.32747,1.32747,1171150
18-01-2016,1.33231,1.5429,1.32222,1.42634,1.42634,4278930
19-01-2016,1.42261,1.46469,1.30501,1.37139,1.37139,2446740
20-01-2016,1.36318,1.61924,1.35371,1.53182,1.53182,2933220
21-01-2016,1.5327,1.58549,1.48669,1.55357,1.55357,1614960
22-01-2016,1.54703,1.58146,1.46588,1.50127,1.50127,1567240
23-01-2016,1.50412,2.03012,1.49605,1.97267,1.97267,7370980
24-01-2016,1.90054,2.29842,1.90054,2.1412,2.1412,9669770
25-01-2016,2.14764,2.66258,2.05614,2.49927,2.49927,10739300
26-01-2016,2.53274,2.83699,1.99477,2.27637,2.27637,13939200
27-01-2016,2.24744,2.59494,2.18865,2.38855,2.38855,6961080
28-01-2016,2.40645,2.68467,2.34203,2.52649,2.52649,4903850
29-01-2016,2.54298,2.60677,2.3039,2.49496,2.49496,6662340
30-01-2016,2.50772,2.61181,2.39892,2.44506,2.44506,3725080
31-01-2016,2.44315,2.53097,2.18635,2.30604,2.30604,5847500
01-02-2016,2.31969,2.31969,2.11631,2.21169,2.21169,3994100
02-02-2016,2.21519,2.44898,2.1572,2.43964,2.43964,3451270
03-02-2016,2.43193,2.54017,2.34162,2.52869,2.52869,3987750
04-02-2016,2.52903,2.62954,2.43646,2.57804,2.57804,3552320
05-02-2016,2.57035,2.60618,2.47092,2.53899,2.53899,2636700
06-02-2016,2.53382,2.56115,2.47201,2.53446,2.53446,1921240
07-02-2016,2.53641,3.05819,2.53638,2.96434,2.96434,7007060
08-02-2016,2.973,3.27428,2.87537,3.17979,3.17979,9725690
09-02-2016,3.17499,4.04464,3.16875,4.04464,4.04464,17954000
10-02-2016,4.00055,4.86144,3.7831,4.43626,4.43626,28640400
11-02-2016,4.49682,6.29223,4.3383,6.0131,6.0131,26408200
12-02-2016,5.94615,6.58275,5.07076,5.54698,5.54698,23360800
13-02-2016,5.68505,5.71954,4.19,5.38532,5.38532,24218800
14-02-2016,5.40433,5.46506,4.44571,5.23973,5.23973,11226500
15-02-2016,5.33053,5.88699,5.01856,5.28835,5.28835,13934200
16-02-2016,5.32832,5.47486,4.03384,4.31529,4.31529,15889100
17-02-2016,4.28917,4.76707,3.49737,3.75724,3.75724,15451000
18-02-2016,3.7747,4.77057,3.42088,4.39913,4.39913,17054000
19-02-2016,4.38479,4.79322,4.27469,4.73789,4.73789,7666320
20-02-2016,4.6822,4.75406,4.12707,4.34133,4.34133,8631090
21-02-2016,4.36055,4.71151,4.22761,4.65362,4.65362,6413550
22-02-2016,4.66495,5.64571,4.63525,5.6165,5.6165,15056200
23-02-2016,5.68493,5.94764,5.38782,5.58621,5.58621,13380600
24-02-2016,5.60405,6.23647,5.50925,6.23647,6.23647,11426500
25-02-2016,6.18671,6.64741,5.55124,6.1048,6.1048,21471800
26-02-2016,6.03783,6.26875,5.73905,5.92167,5.92167,9526860
27-02-2016,5.96308,6.52692,5.92052,6.42586,6.42586,8903210
28-02-2016,6.40551,6.61934,6.23837,6.46835,6.46835,9851660
29-02-2016,6.45565,6.61451,6.05429,6.33699,6.33699,7648020
01-03-2016,6.31931,7.90864,6.30885,7.65369,7.65369,23098100
02-03-2016,7.63303,8.75346,7.3713,8.46539,8.46539,29130200
03-03-2016,8.44229,10.0974,8.33203,9.29415,9.29415,40314900
04-03-2016,9.24056,10.406,8.47942,10.406,10.406,35520100
05-03-2016,10.3703,12.274,9.9729,11.0037,11.0037,56439600
06-03-2016,11.204,11.836,9.99361,11.3829,11.3829,39112000
07-03-2016,11.4288,11.6519,9.30949,9.55263,9.55263,34085100
08-03-2016,9.58214,10.1664,8.81577,9.84721,9.84721,25524300
09-03-2016,9.79242,12.0547,9.67099,11.898,11.898,27540500
10-03-2016,11.8815,12.2393,10.9911,11.305,11.305,26851500
11-03-2016,11.2216,11.5999,10.3937,11.0828,11.0828,21002700
12-03-2016,11.1307,13.5333,11.0877,13.5333,13.5333,48957300
13-03-2016,13.5102,15.2571,13.4674,14.475,14.475,43915100
14-03-2016,14.5122,15.013,11.5821,12.4526,12.4526,58385100
15-03-2016,13.0017,13.1978,12.0468,13.01,13.01,28404500
16-03-2016,13.0216,13.7307,12.4954,12.5209,12.5209,24335500
17-03-2016,12.5587,12.6435,10.4426,11.0815,11.0815,41650600
18-03-2016,11.1091,11.1788,8.52452,10.9981,10.9981,53956800
19-03-2016,11.2037,11.2037,9.77663,10.5307,10.5307,26735700
20-03-2016,10.5163,10.9038,9.5704,10.3198,10.3198,17651100
21-03-2016,10.3037,12.0149,10.1616,11.8641,11.8641,28572600
22-03-2016,11.8792,12.0252,11.177,11.2748,11.2748,19730300
23-03-2016,11.3279,12.4326,11.2371,12.4167,12.4167,19353200
24-03-2016,12.4422,12.5016,10.8035,11.235,11.235,26081800
25-03-2016,11.2603,11.3729,10.5272,10.7432,10.7432,13782000
26-03-2016,10.7679,11.1808,10.5892,10.974,10.974,9425480
27-03-2016,10.9861,11.0542,10.1121,10.4192,10.4192,16744800
28-03-2016,10.4314,11.8613,10.4075,11.6656,11.6656,23188300
29-03-2016,11.7527,11.9136,11.3498,11.6564,11.6564,17684200
30-03-2016,11.6053,12.1785,11.4692,11.9529,11.9529,19351200
31-03-2016,11.9198,12.0119,11.3157,11.4035,11.4035,14966700
01-04-2016,11.4006,11.8504,11.4006,11.6636,11.6636,11373100
02-04-2016,11.6306,11.6888,11.3988,11.5989,11.5989,8682620
03-04-2016,11.6283,11.7064,11.5087,11.6183,11.6183,5580550
04-04-2016,11.6158,11.6158,11.0163,11.1573,11.1573,9599070
05-04-2016,11.2125,11.2125,10.1347,10.4381,10.4381,20557300
06-04-2016,10.4498,10.97,10.2773,10.6854,10.6854,16997100
07-04-2016,10.6952,10.8097,9.95363,10.0697,10.0697,13464500
08-04-2016,10.0774,10.3875,9.65558,9.71959,9.71959,14660600
09-04-2016,9.69423,10.0889,9.06814,9.15062,9.15062,16194800
10-04-2016,9.14985,9.22472,7.45564,8.93634,8.93634,42613400
11-04-2016,8.94278,8.94664,8.00318,8.64379,8.64379,15138100
12-04-2016,8.63947,8.63947,7.15416,7.44231,7.44231,23190100
13-04-2016,7.44136,8.71977,7.06922,8.04442,8.04442,31403300
14-04-2016,8.07517,8.75704,8.02152,8.38724,8.38724,13590700
15-04-2016,8.38606,8.6162,8.09733,8.24278,8.24278,12179000
16-04-2016,8.23588,8.64976,8.11444,8.6095,8.6095,9888460
17-04-2016,8.62319,9.702,8.56078,9.3091,9.3091,24619600
18-04-2016,9.33273,9.50666,8.49687,9.036,9.036,21084100
19-04-2016,9.07533,9.30624,8.59546,8.71488,8.71488,12899100
20-04-2016,8.68819,8.82539,8.31376,8.46579,8.46579,15634700
21-04-2016,8.45346,8.72183,7.96222,8.10217,8.10217,13355400
22-04-2016,8.14992,8.27232,7.66848,7.82126,7.82126,13309300
23-04-2016,7.79183,8.55293,7.73774,8.29479,8.29479,14565200
24-04-2016,8.29343,8.47397,7.95981,8.00135,8.00135,10786400
25-04-2016,8.00777,8.0946,7.23651,7.55434,7.55434,18239900
26-04-2016,7.52655,7.55182,7.05898,7.39704,7.39704,17667300
27-04-2016,7.38839,7.96774,7.31969,7.75997,7.75997,19254500
28-04-2016,7.74069,7.91307,7.1664,7.17253,7.17253,11576000
29-04-2016,7.20703,7.73096,7.17189,7.45729,7.45729,8762080
30-04-2016,7.45391,9.3665,7.45391,8.81398,8.81398,36573300
01-05-2016,8.77508,9.01178,8.43236,8.8465,8.8465,16713800
02-05-2016,8.89424,10.3215,8.85072,10.1632,10.1632,41019200
03-05-2016,10.1651,10.1651,9.2798,9.31127,9.31127,21463900
04-05-2016,9.38287,10.0341,9.26752,9.41377,9.41377,17622400
05-05-2016,9.39673,10.046,9.29212,9.8261,9.8261,18296200
06-05-2016,9.80961,9.95219,9.03701,9.34664,9.34664,21510600
07-05-2016,9.31565,9.47579,9.2121,9.37051,9.37051,10806500
08-05-2016,9.3729,9.5975,8.92686,9.48293,9.48293,15031000
09-05-2016,9.49404,9.64116,9.2037,9.29773,9.29773,13085300
10-05-2016,9.28265,9.47902,9.26136,9.36152,9.36152,9321790
11-05-2016,9.43143,10.0119,9.38926,9.99628,9.99628,15267500
12-05-2016,9.99511,10.5063,9.85641,10.0578,10.0578,24137700
13-05-2016,10.0623,11.0528,10.0184,10.5066,10.5066,31276900
14-05-2016,10.5051,10.615,9.80792,10.2397,10.2397,18808000
15-05-2016,10.2386,10.4445,9.92642,9.96235,9.96235,9218400
16-05-2016,9.9687,11.4403,9.9687,11.1713,11.1713,29079900
17-05-2016,11.1932,12.487,11.1526,12.1988,12.1988,37198700
18-05-2016,12.1793,14.259,12.1793,13.5586,13.5586,65389900
19-05-2016,13.5428,14.8728,13.3376,14.7697,14.7697,53757500
20-05-2016,14.8532,15.0482,13.3842,13.6356,13.6356,50544100
21-05-2016,13.6897,14.0512,13.119,14.015,14.015,24648400
22-05-2016,14.0405,14.3464,13.7658,14.2861,14.2861,17938900
23-05-2016,14.2798,14.4924,13.1922,13.4615,13.4615,23842800
24-05-2016,13.3054,13.7743,12.0141,12.7323,12.7323,41560600
25-05-2016,12.7932,12.8984,11.7666,12.526,12.526,27444700
26-05-2016,12.5161,12.9866,12.0592,12.4304,12.4304,20764000
27-05-2016,12.3894,12.3894,10.5027,11.2958,11.2958,57496400
28-05-2016,11.3332,12.3633,10.3734,11.8929,11.8929,47274800
29-05-2016,12.1122,12.6908,11.7768,12.3504,12.3504,28598400
30-05-2016,12.3253,12.8806,12.2658,12.7253,12.7253,14733800
31-05-2016,12.7435,14.2673,12.6422,14.0773,14.0773,42433400
01-06-2016,14.1098,14.3155,13.4389,14.0015,14.0015,22471300
02-06-2016,13.9917,14.0484,13.6292,13.738,13.738,10477200
03-06-2016,13.7429,13.8738,13.2543,13.8467,13.8467,22981500
04-06-2016,13.8643,13.9454,13.4218,13.7404,13.7404,15792400
05-06-2016,13.7625,14.0722,13.5678,13.975,13.975,11088400
06-06-2016,14.0007,14.0585,13.7349,13.9341,13.9341,8720400
07-06-2016,13.9453,14.512,13.8146,14.512,14.512,21421600
08-06-2016,14.5079,14.7796,14.2752,14.4177,14.4177,16941800
09-06-2016,14.4306,14.5672,14.3402,14.3986,14.3986,8256830
10-06-2016,14.3759,14.4318,13.8207,13.9086,13.9086,11312900
11-06-2016,13.9091,14.1916,13.7203,14.1916,14.1916,12176500
12-06-2016,14.1864,15.9,14.1864,15.7437,15.7437,38210300
13-06-2016,15.7723,17.644199,15.7196,17.602699,17.602699,38023400
14-06-2016,17.612801,19.2735,17.298599,18.8932,18.8932,64412200
15-06-2016,18.9053,18.9053,17.709499,18.3543,18.3543,19393400
16-06-2016,18.362801,20.8297,18.362801,20.5886,20.5886,38531000
17-06-2016,20.6509,21.522699,13.5676,15.3768,15.3768,199408000
18-06-2016,15.3786,15.3786,9.96364,11.3307,11.3307,133937000
19-06-2016,11.1673,13.1821,10.6356,12.2342,12.2342,69783600
20-06-2016,12.2369,12.4483,10.5247,11.8395,11.8395,58143600
21-06-2016,11.8198,13.4204,11.2918,13.3067,13.3067,69245600
22-06-2016,13.1997,15.7856,13.0951,13.0951,13.0951,96994096
23-06-2016,13.2156,13.7911,12.564,13.6762,13.6762,30806400
24-06-2016,13.6821,14.5673,13.2194,14.3321,14.3321,33332900
25-06-2016,14.3028,14.5819,14.017,14.283,14.283,15383100
26-06-2016,14.2611,14.3739,13.6565,13.8502,13.8502,14747600
27-06-2016,13.8082,14.1211,13.7493,13.8839,13.8839,10994700
28-06-2016,13.9276,13.9815,11.718,12.1756,12.1756,43436600
29-06-2016,12.1742,13.038,11.6854,12.6112,12.6112,26982800
30-06-2016,12.6029,12.7419,12.2536,12.4615,12.4615,15801300
01-07-2016,12.4381,12.4913,11.7335,12.1995,12.1995,17236500
02-07-2016,12.216,12.2209,11.9502,12.1284,12.1284,8987070
03-07-2016,12.1208,12.1452,11.5891,11.7202,11.7202,10588700
04-07-2016,11.6961,11.8802,11.3895,11.471,11.471,12943500
05-07-2016,11.4574,11.5178,9.57626,10.6114,10.6114,45526900
06-07-2016,10.5758,11.1056,10.2808,10.5289,10.5289,18137300
07-07-2016,10.5359,10.5658,9.80321,10.1094,10.1094,15407200
08-07-2016,10.1153,11.5248,9.96126,11.3946,11.3946,20039800
09-07-2016,11.4177,11.4567,10.7295,10.9655,10.9655,17254800
10-07-2016,10.9604,11.0137,10.7822,10.9476,10.9476,5479240
11-07-2016,10.9411,11.0093,10.2602,10.459,10.459,13098000
12-07-2016,10.447,10.762,10.4258,10.5161,10.5161,11127700
13-07-2016,10.5066,10.5895,10.4039,10.5005,10.5005,6715660
14-07-2016,10.5969,11.6819,10.5969,11.5132,11.5132,23621900
15-07-2016,11.4991,12.4313,11.49,11.9516,11.9516,26838900
16-07-2016,11.9194,11.9359,11.5924,11.6528,11.6528,10445700
17-07-2016,11.6235,11.6703,11.0074,11.1587,11.1587,17921600
18-07-2016,11.173,11.6101,10.9483,11.0344,11.0344,15931900
19-07-2016,11.0466,12.0139,11.0103,11.6191,11.6191,21730000
20-07-2016,11.5902,12.9914,11.5669,12.4506,12.4506,60226100
21-07-2016,12.4601,12.7103,11.9937,12.6507,12.6507,24636900
22-07-2016,12.6575,14.8134,12.5399,14.6619,14.6619,74779504
23-07-2016,14.6655,14.8989,14.0497,14.2997,14.2997,32489700
24-07-2016,14.2958,14.4374,12.3161,12.7495,12.7495,77750800
25-07-2016,12.7434,13.857,12.6838,13.8361,13.8361,36673800
26-07-2016,13.8161,13.8511,11.7272,11.9895,11.9895,94428800
27-07-2016,12.0505,13.3119,11.8357,12.9728,12.9728,58278800
28-07-2016,12.9791,12.9882,12.4927,12.8436,12.8436,24603900
29-07-2016,12.8364,12.8706,12.5542,12.7946,12.7946,14082300
30-07-2016,12.7974,12.8013,12.461,12.461,12.461,9047810
31-07-2016,12.4397,12.5098,11.5472,11.8759,11.8759,25441400
01-08-2016,11.8948,12.0137,10.9416,10.9416,10.9416,23999500
02-08-2016,10.9485,11.1372,8.20098,8.78728,8.78728,88803296
03-08-2016,8.8768,10.418,8.8768,10.2939,10.2939,53979400
04-08-2016,10.311,11.2912,10.1564,11.0428,11.0428,38151400
05-08-2016,11.019,11.1764,10.7632,10.9254,10.9254,15487900
06-08-2016,10.9167,10.9376,10.2858,10.8811,10.8811,16712600
07-08-2016,10.8592,11.0896,10.78,10.9116,10.9116,16551000
08-08-2016,10.9135,11.3288,10.859,11.2454,11.2454,14956700
09-08-2016,11.2746,12.4546,11.2,12.2443,12.2443,36656600
10-08-2016,12.2298,12.4578,11.9825,12.1432,12.1432,28096300
11-08-2016,12.1382,12.2724,11.6338,11.6909,11.6909,17505000
12-08-2016,11.6889,12.0416,11.6351,11.7785,11.7785,13690100
13-08-2016,11.7704,11.7911,11.5118,11.5713,11.5713,7539490
14-08-2016,11.5833,11.6946,11.0991,11.1948,11.1948,8680160
15-08-2016,11.2017,11.3108,11.0001,11.2184,11.2184,7500840
16-08-2016,11.2287,11.2373,11.0028,11.1397,11.1397,7051510
17-08-2016,11.1332,11.1548,10.7486,10.7528,10.7528,8833760
18-08-2016,10.7475,11.0091,10.7448,10.7561,10.7561,6935800
19-08-2016,10.7463,10.8011,10.7279,10.7487,10.7487,5390850
20-08-2016,10.7501,11.3007,10.7491,11.2474,11.2474,7443540
21-08-2016,11.2533,11.2538,10.9939,11.1792,11.1792,4355660
22-08-2016,11.1851,11.3408,11.075,11.1209,11.1209,6588920
23-08-2016,11.137,11.23,10.898,11.0306,11.0306,6489380
24-08-2016,11.0243,11.1546,11.0095,11.036,11.036,4423420
25-08-2016,11.0313,11.3851,11.0168,11.3574,11.3574,8552380
26-08-2016,11.3524,11.4454,11.2113,11.2954,11.2954,5857850
27-08-2016,11.294,11.294,11.1395,11.1482,11.1482,15108400
28-08-2016,11.147,11.147,10.92,10.9293,10.9293,5303040
29-08-2016,10.9151,11.1462,10.7898,10.9838,10.9838,8130540
30-08-2016,10.9921,11.3036,10.9588,11.2289,11.2289,7221260
31-08-2016,11.2386,11.6802,11.1839,11.6724,11.6724,11073700
01-09-2016,11.6705,12.5815,11.6485,11.9949,11.9949,24051500
02-09-2016,11.9642,12.3133,11.8824,12.113,12.113,9368300
